id,city,timestamp,temperature,humidity,wind_speed,pm10,pm2_5,nitrogen_dioxide,ozone
1603,Patna,2025-11-20 15:44:59.495552+00:00,20.1,78.0,1.8888888888888888,55.05,53.55,26.15,128.0
1604,Pune,2025-11-20 15:44:59.451508+00:00,20.0,37.0,2.388888888888889,38.95,36.55,11.55,150.0
1605,Surat,2025-11-20 15:44:59.642205+00:00,22.6,42.0,3.611111111111111,74.45,72.05,36.65,137.0
1606,Ahmedabad,2025-11-20 16:51:26.106194+00:00,21.4,60.0,2.611111111111111,71.15,68.85,20.25,130.0
1607,Bengaluru,2025-11-20 16:51:25.857753+00:00,21.2,83.0,3.194444444444444,16.65,16.25,23.45,78.0
1608,Bhopal,2025-11-20 16:51:26.227156+00:00,18.1,56.0,1.611111111111111,83.95,78.35,12.05,114.0
1609,Chennai,2025-11-20 16:51:25.862928+00:00,26.3,89.0,5.0,9.95,7.25,6.75,77.0
1610,Dehradun,2025-11-20 16:51:26.310260+00:00,12.3,68.0,2.111111111111111,29.65,29.15,16.25,135.0
1611,Delhi,2025-11-20 16:51:25.866614+00:00,16.1,77.0,1.3055555555555556,152.65,151.75,127.55,129.0
1612,Hyderabad,2025-11-20 16:51:25.870742+00:00,18.3,77.0,2.305555555555556,29.75,29.45,15.75,123.0
1613,Indore,2025-11-20 16:51:26.109839+00:00,17.3,72.0,1.6944444444444442,81.65,76.75,21.85,109.0
1614,Jaipur,2025-11-20 16:51:26.123141+00:00,18.3,64.0,1.3055555555555556,70.05,68.65,27.75,148.0
1615,Kolkata,2025-11-20 16:51:25.858667+00:00,23.2,65.0,1.611111111111111,60.95,60.65,28.85,139.0
1616,Lucknow,2025-11-20 16:51:26.100727+00:00,17.3,100.0,1.0,105.65,100.75,30.45,120.0
1617,Mumbai,2025-11-20 16:51:25.830492+00:00,27.1,51.0,1.3055555555555556,64.65,62.55,40.65,199.0
1618,Patna,2025-11-20 16:51:26.098292+00:00,20.0,78.0,1.6944444444444442,70.95,69.55,36.65,106.0
1619,Pune,2025-11-20 16:51:26.027022+00:00,19.1,40.0,2.0,43.55,41.55,16.95,136.0
1620,Surat,2025-11-20 16:51:26.354570+00:00,22.1,43.0,3.5,76.95,75.55,40.65,123.0
1621,Ahmedabad,2025-11-20 17:42:39.070172+00:00,21.1,60.0,2.5,74.45,72.05,25.25,111.0
1622,Bengaluru,2025-11-20 17:42:38.808353+00:00,21.3,83.0,3.0,20.55,20.15,28.45,66.0
1623,Bhopal,2025-11-20 17:42:39.252163+00:00,18.3,56.0,1.611111111111111,84.45,79.35,13.75,103.0
1624,Chennai,2025-11-20 17:42:39.016883+00:00,26.1,89.0,4.305555555555555,10.05,7.55,7.25,75.0
1625,Dehradun,2025-11-20 17:42:39.548559+00:00,12.1,69.0,2.111111111111111,38.15,37.55,21.85,125.0
1626,Delhi,2025-11-20 17:42:38.773630+00:00,16.1,77.0,1.1944444444444444,189.95,188.95,146.05,96.0
1627,Hyderabad,2025-11-20 17:42:38.769035+00:00,18.3,77.0,2.0,34.65,34.35,20.35,108.0
1628,Indore,2025-11-20 17:42:39.278214+00:00,17.3,72.0,1.6944444444444442,88.35,83.55,26.35,94.0
1629,Jaipur,2025-11-20 17:42:39.022442+00:00,17.3,68.0,1.1111111111111112,83.75,82.35,34.35,129.0
1630,Kolkata,2025-11-20 17:42:38.771133+00:00,23.2,61.0,1.611111111111111,70.65,70.45,34.15,119.0
1631,Lucknow,2025-11-20 17:42:39.044113+00:00,18.4,94.0,1.0,121.95,117.05,38.75,97.0
1632,Mumbai,2025-11-20 17:42:38.813471+00:00,28.3,48.0,2.111111111111111,65.35,63.05,32.05,249.0
1633,Patna,2025-11-20 17:42:39.066096+00:00,19.3,83.0,1.611111111111111,85.15,83.75,42.25,88.0
1634,Pune,2025-11-20 17:42:39.010280+00:00,18.5,42.0,1.611111111111111,50.95,48.65,23.75,118.0
1635,Surat,2025-11-20 17:42:39.248385+00:00,21.8,42.0,3.3888888888888884,80.05,78.65,41.55,111.0
1636,Ahmedabad,2025-11-20 18:51:54.690323+00:00,20.1,60.0,2.8055555555555554,72.05,70.45,32.95,74.0
1637,Bengaluru,2025-11-20 18:51:54.495675+00:00,20.1,83.0,2.694444444444444,23.45,23.15,34.05,51.0
1638,Bhopal,2025-11-20 18:51:54.872617+00:00,18.0,60.0,1.5,82.15,78.15,14.95,84.0
1639,Chennai,2025-11-20 18:51:54.499859+00:00,26.2,89.0,3.5,9.65,7.35,7.25,71.0
1640,Dehradun,2025-11-20 18:51:54.904128+00:00,11.8,69.0,2.111111111111111,49.65,49.05,33.05,103.0
1641,Delhi,2025-11-20 18:51:54.544382+00:00,16.4,77.0,1.0,222.95,222.05,160.55,49.0
1642,Hyderabad,2025-11-20 18:51:54.533135+00:00,17.2,83.0,1.5,37.45,37.15,27.75,83.0
1643,Indore,2025-11-20 18:51:54.760378+00:00,16.0,77.0,1.3888888888888888,91.85,87.65,30.95,70.0
1644,Jaipur,2025-11-20 18:51:54.726144+00:00,16.2,72.0,1.0,99.55,98.15,43.65,92.0
1645,Kolkata,2025-11-20 18:51:54.529949+00:00,21.1,78.0,1.8055555555555556,89.35,88.85,40.75,87.0
1646,Lucknow,2025-11-20 18:51:54.741788+00:00,16.3,100.0,1.0,143.85,139.15,52.25,55.0
1647,Mumbai,2025-11-20 18:51:54.536201+00:00,26.1,54.0,2.111111111111111,60.15,57.75,26.25,151.0
1648,Patna,2025-11-20 18:51:54.745482+00:00,19.3,83.0,1.1944444444444444,95.85,94.65,45.85,61.0
1649,Pune,2025-11-20 18:51:54.687343+00:00,17.6,44.0,1.5,57.55,55.35,34.45,83.0
1650,Surat,2025-11-20 18:51:54.879855+00:00,21.0,42.0,3.3055555555555554,79.05,77.65,40.15,89.0
1651,Ahmedabad,2025-11-20 19:39:48.388382+00:00,20.2,60.0,2.8055555555555554,72.05,70.45,32.95,74.0
1652,Bengaluru,2025-11-20 19:39:48.174663+00:00,20.2,83.0,2.694444444444444,23.45,23.15,34.05,51.0
1653,Bhopal,2025-11-20 19:39:48.580414+00:00,18.1,60.0,1.5,82.15,78.15,14.95,84.0
1654,Chennai,2025-11-20 19:39:48.201559+00:00,26.2,89.0,3.5,9.65,7.35,7.25,71.0
1655,Dehradun,2025-11-20 19:39:48.767347+00:00,11.8,69.0,2.111111111111111,49.65,49.05,33.05,103.0
1656,Delhi,2025-11-20 19:39:48.204469+00:00,15.1,82.0,1.0,222.95,222.05,160.55,49.0
1657,Hyderabad,2025-11-20 19:39:48.206625+00:00,17.0,83.0,1.5,37.45,37.15,27.75,83.0
1658,Indore,2025-11-20 19:39:48.441615+00:00,15.2,77.0,1.3888888888888888,91.85,87.65,30.95,70.0
1659,Jaipur,2025-11-20 19:39:48.438754+00:00,16.1,72.0,1.0,99.55,98.15,43.65,92.0
1660,Kolkata,2025-11-20 19:39:48.177456+00:00,21.3,78.0,1.8055555555555556,89.35,88.85,40.75,87.0
1661,Lucknow,2025-11-20 19:39:48.435239+00:00,16.0,100.0,1.0,143.85,139.15,52.25,55.0
1662,Mumbai,2025-11-20 19:39:48.208988+00:00,25.3,57.0,2.111111111111111,60.15,57.75,26.25,151.0
1663,Patna,2025-11-20 19:39:48.572175+00:00,19.3,83.0,1.1944444444444444,95.85,94.65,45.85,61.0
1664,Pune,2025-11-20 19:39:48.379185+00:00,17.6,44.0,1.5,57.55,55.35,34.45,83.0
1665,Surat,2025-11-20 19:39:48.590713+00:00,21.0,42.0,3.3055555555555554,79.05,77.65,40.15,89.0
1666,Ahmedabad,2025-11-20 20:42:55.590928+00:00,20.2,60.0,3.194444444444444,71.35,70.05,33.45,64.0
1667,Bengaluru,2025-11-20 20:42:55.548536+00:00,19.3,88.0,2.5,24.05,23.65,31.65,52.0
1668,Bhopal,2025-11-20 20:42:55.809399+00:00,16.5,54.0,1.3055555555555556,81.15,77.25,14.55,79.0
1669,Chennai,2025-11-20 20:42:55.520885+00:00,26.3,89.0,3.5,9.65,7.25,6.85,69.0
1670,Dehradun,2025-11-20 20:42:55.814404+00:00,11.7,70.0,2.111111111111111,54.15,53.55,37.25,89.0
1671,Delhi,2025-11-20 20:42:55.383462+00:00,15.0,82.0,1.0,222.05,221.15,154.55,41.0
1672,Hyderabad,2025-11-20 20:42:55.544940+00:00,17.2,83.0,1.5,38.35,38.15,27.45,82.0
1673,Indore,2025-11-20 20:42:55.781252+00:00,14.1,77.0,1.6944444444444442,90.25,86.05,28.65,66.0
1674,Jaipur,2025-11-20 20:42:55.620550+00:00,16.3,72.0,1.0,105.35,103.95,44.65,86.0
1675,Kolkata,2025-11-20 20:42:55.414852+00:00,21.3,78.0,2.111111111111111,96.75,96.55,42.05,77.0
1676,Lucknow,2025-11-20 20:42:55.722261+00:00,15.4,100.0,1.1944444444444444,151.75,147.05,55.85,42.0
1677,Mumbai,2025-11-20 20:42:55.386737+00:00,25.3,54.0,2.388888888888889,59.65,57.15,24.75,137.0
1678,Patna,2025-11-20 20:42:55.745599+00:00,18.3,88.0,1.0,97.45,96.05,43.65,56.0
1679,Pune,2025-11-20 20:42:55.588218+00:00,17.1,45.0,1.5,56.45,54.45,31.55,79.0
1680,Surat,2025-11-20 20:42:55.795934+00:00,20.6,43.0,3.1111111111111107,78.85,77.45,39.85,79.0
1681,Ahmedabad,2025-11-20 21:38:52.288960+00:00,19.2,60.0,3.5,69.75,68.65,32.15,58.0
1682,Bengaluru,2025-11-20 21:38:52.032483+00:00,19.4,94.0,2.5,24.75,24.35,26.75,58.0
1683,Bhopal,2025-11-20 21:38:52.471934+00:00,18.1,60.0,1.3055555555555556,79.75,76.05,13.55,77.0
1684,Chennai,2025-11-20 21:38:52.024299+00:00,26.3,89.0,3.8055555555555554,8.75,6.55,6.15,67.0
1685,Dehradun,2025-11-20 21:38:52.512306+00:00,11.5,70.0,2.111111111111111,56.65,56.15,40.65,74.0
1686,Delhi,2025-11-20 21:38:52.050856+00:00,15.3,82.0,1.1111111111111112,216.45,215.55,141.55,40.0
1687,Hyderabad,2025-11-20 21:38:52.043931+00:00,17.3,83.0,1.3888888888888888,39.45,39.25,25.35,85.0
1688,Indore,2025-11-20 21:38:52.304216+00:00,14.2,77.0,1.8055555555555556,88.85,84.95,24.15,67.0
1689,Jaipur,2025-11-20 21:38:52.293641+00:00,15.2,77.0,1.0,110.95,109.55,43.65,85.0
1690,Kolkata,2025-11-20 21:38:52.040534+00:00,20.3,83.0,2.305555555555556,101.85,101.45,42.25,70.0
1691,Lucknow,2025-11-20 21:38:52.301569+00:00,15.0,100.0,1.1944444444444444,157.35,152.15,57.65,34.0
1692,Mumbai,2025-11-20 21:38:52.048400+00:00,25.0,54.0,2.888888888888889,61.85,59.55,23.75,136.0
1693,Patna,2025-11-20 21:38:52.303594+00:00,19.2,83.0,1.0,98.85,97.75,39.25,56.0
1694,Pune,2025-11-20 21:38:52.256100+00:00,16.7,47.0,1.611111111111111,54.55,52.65,25.05,82.0
1695,Surat,2025-11-20 21:38:52.516900+00:00,20.2,44.0,3.0,78.35,77.25,39.35,70.0
1696,Ahmedabad,2025-11-20 22:41:29.407758+00:00,19.2,60.0,3.611111111111111,65.85,64.65,29.85,55.0
1697,Bengaluru,2025-11-20 22:41:29.231048+00:00,19.3,88.0,2.388888888888889,24.85,24.45,21.95,63.0
1698,Bhopal,2025-11-20 22:41:29.553313+00:00,15.8,56.0,1.5,78.35,74.65,12.65,74.0
1699,Chennai,2025-11-20 22:41:29.192173+00:00,25.2,94.0,4.111111111111112,7.95,5.95,5.45,66.0
1700,Dehradun,2025-11-20 22:41:29.600165+00:00,11.4,70.0,2.111111111111111,56.35,55.95,42.45,60.0
1701,Delhi,2025-11-20 22:41:29.213031+00:00,14.1,88.0,1.1111111111111112,209.05,207.65,130.45,39.0
1702,Hyderabad,2025-11-20 22:41:29.228851+00:00,17.3,83.0,1.3888888888888888,40.45,40.05,22.95,90.0
1703,Indore,2025-11-20 22:41:29.463669+00:00,15.9,55.0,1.8888888888888888,87.65,83.75,20.25,68.0
1704,Jaipur,2025-11-20 22:41:29.415915+00:00,15.2,77.0,1.0,116.15,114.75,42.35,83.0
1705,Kolkata,2025-11-20 22:41:29.273240+00:00,20.4,83.0,2.0,104.25,103.95,41.95,64.0
1706,Lucknow,2025-11-20 22:41:29.430620+00:00,15.1,100.0,1.1944444444444444,158.25,153.15,58.05,28.0
1707,Mumbai,2025-11-20 22:41:29.220751+00:00,24.1,57.0,3.1111111111111107,65.35,63.25,23.35,133.0
1708,Patna,2025-11-20 22:41:29.431583+00:00,17.1,94.0,1.0,98.65,97.45,34.65,57.0
1709,Pune,2025-11-20 22:41:29.376670+00:00,16.3,48.0,1.6944444444444442,52.65,50.75,19.35,84.0
1710,Surat,2025-11-20 22:41:29.604796+00:00,19.9,46.0,3.1111111111111107,77.25,76.05,38.65,63.0
1711,Ahmedabad,2025-11-20 23:47:36.168203+00:00,18.4,64.0,3.5,58.85,57.85,26.15,55.0
1712,Bengaluru,2025-11-20 23:47:35.944060+00:00,19.3,88.0,2.5,24.25,23.85,18.05,66.0
1713,Bhopal,2025-11-20 23:47:36.352508+00:00,15.4,57.0,1.3888888888888888,77.25,73.75,11.95,71.0
1714,Chennai,2025-11-20 23:47:35.939133+00:00,25.3,94.0,5.0,7.15,5.35,4.55,66.0
1715,Dehradun,2025-11-20 23:47:36.399140+00:00,11.3,69.0,2.111111111111111,53.95,53.45,41.85,49.0
1716,Delhi,2025-11-20 23:47:35.909801+00:00,14.4,88.0,1.1111111111111112,201.55,200.15,124.45,35.0
1717,Hyderabad,2025-11-20 23:47:35.941392+00:00,17.2,77.0,1.3888888888888888,41.85,41.45,20.65,95.0
1718,Indore,2025-11-20 23:47:36.189549+00:00,12.2,88.0,1.8888888888888888,86.55,82.55,17.75,69.0
1719,Jaipur,2025-11-20 23:47:36.182022+00:00,14.0,82.0,1.0,120.55,119.15,41.35,76.0
1720,Kolkata,2025-11-20 23:47:35.936496+00:00,20.3,83.0,2.111111111111111,107.05,106.55,41.15,59.0
1721,Lucknow,2025-11-20 23:47:36.187851+00:00,14.1,100.0,1.1111111111111112,156.35,151.25,56.35,25.0
1722,Mumbai,2025-11-20 23:47:35.912406+00:00,23.3,65.0,3.3055555555555554,67.65,65.85,23.95,120.0
1723,Patna,2025-11-20 23:47:36.188913+00:00,17.4,88.0,1.0,99.15,97.75,29.95,58.0
1724,Pune,2025-11-20 23:47:36.132568+00:00,15.9,49.0,1.611111111111111,51.05,49.15,16.05,84.0
1725,Surat,2025-11-20 23:47:36.381277+00:00,19.7,48.0,3.0,75.15,73.75,37.25,60.0
1726,Ahmedabad,2025-11-21 02:18:12.190115+00:00,17.2,72.0,3.5,45.25,44.35,17.15,61.0
1727,Bengaluru,2025-11-21 02:18:11.989385+00:00,20.2,88.0,2.888888888888889,21.95,21.65,11.05,70.0
1728,Bhopal,2025-11-21 02:18:12.370603+00:00,12.2,100.0,1.611111111111111,77.25,73.45,11.05,65.0
1729,Chennai,2025-11-21 02:18:11.965603+00:00,25.4,94.0,4.805555555555555,6.55,4.75,2.95,67.0
1730,Dehradun,2025-11-21 02:18:12.386795+00:00,13.3,68.0,1.8888888888888888,46.05,45.65,37.15,30.0
1731,Delhi,2025-11-21 02:18:11.972472+00:00,14.3,88.0,1.1111111111111112,195.95,194.55,116.95,28.0
1732,Hyderabad,2025-11-21 02:18:11.984244+00:00,17.1,83.0,1.3888888888888888,45.55,45.25,15.85,105.0
1733,Indore,2025-11-21 02:18:12.218850+00:00,12.2,88.0,2.0,87.95,83.55,14.85,71.0
1734,Jaipur,2025-11-21 02:18:12.199832+00:00,14.1,82.0,1.611111111111111,123.35,121.45,37.85,63.0
1735,Kolkata,2025-11-21 02:18:11.992374+00:00,21.2,78.0,3.194444444444444,113.75,113.55,39.05,53.0
1736,Lucknow,2025-11-21 02:18:12.216954+00:00,14.2,100.0,1.0,151.25,146.15,50.75,23.0
1737,Mumbai,2025-11-21 02:18:11.982360+00:00,24.2,50.0,4.111111111111112,65.35,63.95,26.45,91.0
1738,Patna,2025-11-21 02:18:12.202080+00:00,17.2,88.0,1.3888888888888888,100.95,99.35,21.55,60.0
1739,Pune,2025-11-21 02:18:12.168597+00:00,16.3,54.0,1.8055555555555556,48.95,47.05,11.65,85.0
1740,Surat,2025-11-21 02:18:12.375898+00:00,18.7,53.0,3.3888888888888884,72.35,70.65,34.45,59.0
1741,Ahmedabad,2025-11-21 03:31:43.614189+00:00,11.3,100.0,4.5,42.05,41.35,10.95,74.0
1742,Bengaluru,2025-11-21 03:31:43.420122+00:00,22.3,83.0,4.805555555555555,12.95,12.75,6.25,79.0
1743,Bhopal,2025-11-21 03:31:43.787774+00:00,18.3,73.0,2.611111111111111,80.05,75.55,11.95,62.0
1744,Chennai,2025-11-21 03:31:43.402817+00:00,28.1,89.0,4.694444444444444,5.55,4.15,3.35,65.0
1745,Dehradun,2025-11-21 03:31:43.847261+00:00,19.3,51.0,1.0,36.55,36.35,32.95,14.0
1746,Delhi,2025-11-21 03:31:43.418304+00:00,17.2,77.0,1.5,199.25,197.85,110.35,20.0
1747,Hyderabad,2025-11-21 03:31:43.385116+00:00,22.1,61.0,2.388888888888889,55.25,54.85,12.15,116.0
1748,Indore,2025-11-21 03:31:43.656570+00:00,19.2,78.0,2.888888888888889,91.15,86.05,15.55,69.0
1749,Jaipur,2025-11-21 03:31:43.782712+00:00,17.2,72.0,1.8888888888888888,122.35,120.95,29.55,70.0
1750,Kolkata,2025-11-21 03:31:43.437577+00:00,24.1,61.0,3.5,116.55,116.15,40.65,40.0
1751,Lucknow,2025-11-21 03:31:43.664626+00:00,19.4,83.0,1.0,148.95,143.85,49.25,16.0
1752,Mumbai,2025-11-21 03:31:43.423279+00:00,26.3,45.0,3.888888888888889,60.65,59.45,28.15,71.0
1753,Patna,2025-11-21 03:31:43.652537+00:00,20.4,78.0,1.8888888888888888,104.95,103.05,20.25,54.0
1754,Pune,2025-11-21 03:31:43.585798+00:00,21.3,41.0,2.694444444444444,47.95,46.15,9.95,83.0
1755,Surat,2025-11-21 03:31:43.834937+00:00,23.9,41.0,3.888888888888889,70.65,69.35,34.65,56.0
1756,Ahmedabad,2025-11-21 04:46:18.028941+00:00,21.1,53.0,4.388888888888889,45.75,45.05,9.65,78.0
1757,Bengaluru,2025-11-21 04:46:17.844164+00:00,24.2,78.0,4.5,10.35,10.15,5.55,81.0
1758,Bhopal,2025-11-21 04:46:18.197665+00:00,20.1,56.0,2.611111111111111,81.65,76.95,12.15,62.0
1759,Chennai,2025-11-21 04:46:17.840417+00:00,29.1,89.0,4.611111111111112,5.65,4.25,3.75,64.0
1760,Dehradun,2025-11-21 04:46:18.218809+00:00,20.6,47.0,1.6944444444444442,32.65,32.35,31.05,10.0
1761,Delhi,2025-11-21 04:46:17.856242+00:00,20.1,68.0,1.611111111111111,203.85,202.45,109.85,18.0
1762,Hyderabad,2025-11-21 04:46:17.822664+00:00,24.2,57.0,2.888888888888889,46.05,45.65,12.65,111.0
1763,Indore,2025-11-21 04:46:18.113621+00:00,22.2,57.0,3.1111111111111107,92.85,87.65,16.45,68.0
1764,Jaipur,2025-11-21 04:46:18.036393+00:00,20.3,56.0,2.305555555555556,121.95,120.05,26.85,75.0
1765,Kolkata,2025-11-21 04:46:17.817525+00:00,26.2,54.0,3.888888888888889,119.15,118.65,39.75,46.0
1766,Lucknow,2025-11-21 04:46:18.056322+00:00,22.0,65.0,1.0,150.35,145.25,49.05,16.0
1767,Mumbai,2025-11-21 04:46:17.831472+00:00,27.2,39.0,3.611111111111111,58.45,57.05,28.95,66.0
1768,Patna,2025-11-21 04:46:18.061779+00:00,22.1,69.0,2.111111111111111,108.85,106.75,20.45,55.0
1769,Pune,2025-11-21 04:46:18.017958+00:00,23.5,37.0,3.0,48.85,46.95,10.25,82.0
1770,Surat,2025-11-21 04:46:18.310466+00:00,26.3,36.0,3.6944444444444446,70.45,68.85,35.15,56.0
1771,Ahmedabad,2025-11-21 05:44:21.446642+00:00,24.1,47.0,4.194444444444445,50.95,49.95,11.45,73.0
1772,Bengaluru,2025-11-21 05:44:21.184173+00:00,24.1,78.0,4.388888888888889,9.75,9.65,7.35,79.0
1773,Bhopal,2025-11-21 05:44:21.629925+00:00,23.3,44.0,2.305555555555556,83.95,79.35,11.95,63.0
1774,Chennai,2025-11-21 05:44:21.180725+00:00,31.0,79.0,5.0,6.05,4.65,4.25,64.0
1775,Dehradun,2025-11-21 05:44:21.666100+00:00,21.5,44.0,2.111111111111111,31.05,30.75,30.55,7.0
1776,Delhi,2025-11-21 05:44:21.205623+00:00,22.2,69.0,1.6944444444444442,215.55,214.15,116.85,11.0
1777,Hyderabad,2025-11-21 05:44:21.203148+00:00,25.0,57.0,3.0,48.35,47.95,15.05,110.0
1778,Indore,2025-11-21 05:44:21.463035+00:00,24.0,50.0,3.0,95.85,90.75,18.05,67.0
1779,Jaipur,2025-11-21 05:44:21.440634+00:00,21.3,56.0,2.305555555555556,122.85,120.95,28.75,75.0
1780,Kolkata,2025-11-21 05:44:21.208041+00:00,27.4,51.0,4.0,128.45,127.95,35.45,74.0
1781,Lucknow,2025-11-21 05:44:21.459243+00:00,24.1,57.0,1.0,156.85,152.15,50.85,20.0
1782,Mumbai,2025-11-21 05:44:21.191375+00:00,29.1,35.0,2.888888888888889,55.25,53.85,30.15,64.0
1783,Patna,2025-11-21 05:44:21.461794+00:00,24.1,65.0,2.111111111111111,117.05,114.95,21.25,61.0
1784,Pune,2025-11-21 05:44:21.411252+00:00,25.4,34.0,3.3888888888888884,50.55,48.65,12.35,78.0
1785,Surat,2025-11-21 05:44:21.659258+00:00,28.2,33.0,3.5,70.95,69.35,35.95,56.0
1786,Ahmedabad,2025-11-21 06:53:32.248450+00:00,26.3,42.0,4.111111111111112,56.75,55.75,14.75,65.0
1787,Bengaluru,2025-11-21 06:53:32.059996+00:00,25.2,79.0,4.305555555555555,8.55,8.45,10.55,74.0
1788,Bhopal,2025-11-21 06:53:32.397630+00:00,25.3,41.0,2.0,86.05,81.65,11.45,65.0
1789,Chennai,2025-11-21 06:53:32.016603+00:00,31.1,75.0,5.5,6.45,5.05,4.75,65.0
1790,Dehradun,2025-11-21 06:53:32.452610+00:00,22.1,42.0,2.5,32.65,32.55,30.35,7.0
1791,Delhi,2025-11-21 06:53:32.053992+00:00,25.2,47.0,1.3888888888888888,236.05,234.65,126.45,7.0
1792,Hyderabad,2025-11-21 06:53:32.038074+00:00,27.3,62.0,2.888888888888889,47.45,47.05,18.55,108.0
1793,Indore,2025-11-21 06:53:32.341042+00:00,26.1,45.0,2.8055555555555554,100.25,95.15,19.75,66.0
1794,Jaipur,2025-11-21 06:53:32.263175+00:00,23.2,53.0,2.111111111111111,125.15,122.85,32.55,74.0
1795,Kolkata,2025-11-21 06:53:32.050808+00:00,28.1,42.0,4.0,116.35,115.85,29.25,113.0
1796,Lucknow,2025-11-21 06:53:32.288874+00:00,26.3,51.0,1.1111111111111112,169.45,164.25,52.95,28.0
1797,Mumbai,2025-11-21 06:53:32.047047+00:00,31.1,36.0,2.0,52.85,51.45,31.25,66.0
1798,Patna,2025-11-21 06:53:32.271771+00:00,27.4,45.0,2.1944444444444446,121.45,119.55,22.25,70.0
1799,Pune,2025-11-21 06:53:32.211926+00:00,26.7,32.0,3.5,53.35,51.65,15.25,75.0
1800,Surat,2025-11-21 06:53:32.469146+00:00,29.6,30.0,2.888888888888889,73.45,71.85,37.05,58.0
1801,Ahmedabad,2025-11-21 07:41:10.162656+00:00,27.0,39.0,3.8055555555555554,59.75,59.05,16.25,67.0
1802,Bengaluru,2025-11-21 07:41:09.962303+00:00,27.3,70.0,4.388888888888889,6.45,6.35,12.15,72.0
1803,Bhopal,2025-11-21 07:41:10.332548+00:00,25.0,39.0,1.611111111111111,83.05,79.55,10.25,74.0
1804,Chennai,2025-11-21 07:41:09.942251+00:00,31.2,75.0,5.5,6.55,4.95,4.85,66.0
1805,Dehradun,2025-11-21 07:41:10.365308+00:00,22.2,41.0,2.611111111111111,33.95,33.75,27.75,23.0
1806,Delhi,2025-11-21 07:41:09.970189+00:00,25.2,47.0,1.0,243.95,242.95,124.95,26.0
1807,Hyderabad,2025-11-21 07:41:09.967451+00:00,27.4,58.0,2.888888888888889,37.05,36.85,19.45,110.0
1808,Indore,2025-11-21 07:41:10.200718+00:00,27.3,42.0,2.5,91.45,87.95,19.35,74.0
1809,Jaipur,2025-11-21 07:41:10.192429+00:00,24.1,50.0,1.611111111111111,123.35,120.95,32.55,83.0
1810,Kolkata,2025-11-21 07:41:09.973383+00:00,28.1,45.0,3.8055555555555554,86.55,86.25,22.85,147.0
1811,Lucknow,2025-11-21 07:41:10.219204+00:00,26.3,51.0,1.611111111111111,169.45,167.05,49.95,48.0
1812,Mumbai,2025-11-21 07:41:09.958494+00:00,31.2,36.0,1.3888888888888888,64.45,63.05,47.85,50.0
1813,Patna,2025-11-21 07:41:10.185304+00:00,27.3,45.0,2.305555555555556,114.45,112.85,21.25,88.0
1814,Pune,2025-11-21 07:41:10.151227+00:00,27.6,32.0,3.3055555555555554,48.35,47.15,16.15,81.0
1815,Surat,2025-11-21 07:41:10.348667+00:00,30.3,27.0,2.1944444444444446,75.85,74.45,37.45,66.0
1816,Ahmedabad,2025-11-21 08:50:33.975961+00:00,28.3,33.0,3.611111111111111,63.75,62.55,13.65,87.0
1817,Bengaluru,2025-11-21 08:50:33.755381+00:00,27.3,66.0,4.305555555555555,5.65,5.55,10.35,77.0
1818,Bhopal,2025-11-21 08:50:34.117759+00:00,25.3,39.0,1.8055555555555556,81.65,76.95,7.85,97.0
1819,Chennai,2025-11-21 08:50:33.791135+00:00,31.4,75.0,5.805555555555555,6.15,4.45,4.35,67.0
1820,Dehradun,2025-11-21 08:50:34.172816+00:00,21.9,42.0,2.5,28.65,28.25,20.15,69.0
1821,Delhi,2025-11-21 08:50:33.751520+00:00,26.4,42.0,1.0,206.65,205.75,102.15,91.0
1822,Hyderabad,2025-11-21 08:50:33.781020+00:00,28.1,55.0,3.0,29.75,29.45,15.25,122.0
1823,Indore,2025-11-21 08:50:34.025089+00:00,27.2,37.0,2.305555555555556,82.55,78.15,14.75,98.0
1824,Jaipur,2025-11-21 08:50:33.992869+00:00,25.0,44.0,1.3055555555555556,101.25,99.15,24.65,113.0
1825,Kolkata,2025-11-21 08:50:33.789161+00:00,28.2,48.0,3.6944444444444446,49.15,48.95,16.15,168.0
1826,Lucknow,2025-11-21 08:50:34.021078+00:00,27.0,48.0,2.0,124.75,120.05,36.65,92.0
1827,Mumbai,2025-11-21 08:50:33.840938+00:00,33.3,32.0,1.1944444444444444,52.85,51.15,26.75,105.0
1828,Patna,2025-11-21 08:50:34.008088+00:00,27.4,45.0,2.305555555555556,105.65,103.25,16.35,121.0
1829,Pune,2025-11-21 08:50:33.945548+00:00,28.1,33.0,2.888888888888889,43.85,42.75,12.85,105.0
1830,Surat,2025-11-21 08:50:34.156715+00:00,30.8,25.0,1.3888888888888888,79.05,77.45,36.65,84.0
1831,Ahmedabad,2025-11-21 09:43:46.562426+00:00,28.0,33.0,3.3888888888888884,78.65,76.25,8.85,110.0
1832,Bengaluru,2025-11-21 09:43:46.239327+00:00,25.2,74.0,4.5,9.15,8.85,7.75,90.0
1833,Bhopal,2025-11-21 09:43:46.607907+00:00,26.4,32.0,2.0,89.55,83.25,4.95,122.0
1834,Chennai,2025-11-21 09:43:46.211971+00:00,31.3,75.0,6.194444444444445,7.15,4.95,3.35,68.0
1835,Dehradun,2025-11-21 09:43:46.682968+00:00,21.4,41.0,2.305555555555556,36.05,35.75,10.35,132.0
1836,Delhi,2025-11-21 09:43:46.235119+00:00,26.2,42.0,1.0,161.55,159.15,65.65,119.0
